# MEAN_SAMPLE_SIZE = 71796
# TOTAL_GENES = 15314
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
HBSER5       COVAR   15314      0.18594      0.11245     0.030005   2.9561e-10
TEGLU15      COVAR   15314      0.11046     0.053021     0.044499    0.0065319
TEGLU16      COVAR   15314     0.077026     0.036422     0.042492     0.034946
TEGLU5       COVAR   15314     0.068836     0.030108     0.047116     0.072017
TEGLU4       COVAR   15314        0.112     0.049495     0.045821     0.007262
TEGLU22      COVAR   15314     0.028385     0.010246     0.058662      0.31424
TEGLU23      COVAR   15314     0.010087    0.0049654      0.04348      0.40827
TEGLU24      COVAR   15314    -0.044007    -0.017001     0.052666       0.7983
TEGLU17      COVAR   15314     0.030217     0.012625     0.051876      0.28012
TEGLU18      COVAR   15314   -0.0090664   -0.0038574     0.053147      0.56773
TEGLU19      COVAR   15314     0.016793    0.0073596     0.051445      0.37205
TEGLU2       COVAR   15314     0.030833      0.01346     0.050193      0.26952
TEGLU3       COVAR   15314    -0.080237    -0.029459     0.060008       0.9094
TEGLU14      COVAR   15314      0.10633     0.054545     0.035813    0.0014965
TEGLU13      COVAR   15314     0.061255     0.027015     0.046775     0.095182
TEGLU21      COVAR   15314      0.10012     0.050033     0.040686    0.0069377
TEGLU10      COVAR   15314     0.080752      0.04118     0.040769     0.023819
TEGLU11      COVAR   15314    -0.011662   -0.0051441     0.050787      0.59081
TEGLU20      COVAR   15314     0.035342     0.015654     0.044532      0.21371
TEGLU12      COVAR   15314     0.043622     0.016803     0.055263      0.21496
TEGLU9       COVAR   15314     0.017181    0.0069021     0.052778      0.37239
TEGLU8       COVAR   15314   -0.0065608   -0.0026727     0.054171       0.5482
TEGLU7       COVAR   15314    -0.064596    -0.029416     0.047028       0.9152
TEINH10      COVAR   15314    -0.075738    -0.035523     0.045822      0.95081
TEINH11      COVAR   15314     0.091404     0.047141       0.0453     0.021818
TEINH12      COVAR   15314      0.10147     0.054369     0.043887     0.010393
TEINH9       COVAR   15314    -0.088602    -0.038979     0.048667      0.96565
OBINH5       COVAR   15314     -0.12638    -0.031822      0.06985      0.96479
TEINH5       COVAR   15314     -0.17125     -0.04546     0.090407      0.97089
TEINH6       COVAR   15314      -0.1449    -0.043034     0.078231      0.96799
TEINH7       COVAR   15314     -0.12907    -0.049996     0.049592      0.99537
TEINH8       COVAR   15314     -0.14526     -0.04694     0.055493      0.99557
TEINH4       COVAR   15314     -0.23174    -0.063044     0.091806       0.9942
TEINH20      COVAR   15314    -0.064592    -0.030816     0.053657      0.88566
TEINH13      COVAR   15314     0.022512     0.010905     0.050657      0.32838
TEINH14      COVAR   15314     -0.12377    -0.037204     0.082841       0.9324
TEINH16      COVAR   15314     -0.10423    -0.040033     0.065043      0.94546
TEINH15      COVAR   15314    -0.071756    -0.022112     0.075005      0.83063
TEINH19      COVAR   15314      -0.1093    -0.049421     0.058916       0.9682
TEINH21      COVAR   15314     -0.20129    -0.073575     0.074215      0.99666
HYPEP7       COVAR   15314    -0.018095   -0.0094192     0.038672      0.68007
HYPEP6       COVAR   15314      0.12993     0.059985     0.047074    0.0028929
DEINH8       COVAR   15314     -0.30789    -0.060997     0.097525       0.9992
MBDOP1       COVAR   15314     0.074921     0.021028     0.080762      0.17679
MBDOP2       COVAR   15314      0.24458      0.10099     0.055655   5.5864e-06
MEGLU14      COVAR   15314      0.16464     0.076334     0.044176   9.7262e-05
MEGLU11      COVAR   15314    -0.027186   -0.0099199     0.076388      0.63904
MEGLU10      COVAR   15314     -0.12568    -0.043466     0.086367      0.92718
MEGLU9       COVAR   15314     -0.17671    -0.058891     0.082943      0.98343
MEGLU8       COVAR   15314     -0.22072    -0.067658     0.088225      0.99382
MEGLU7       COVAR   15314     0.061468     0.016506     0.080975       0.2239
MEGLU6       COVAR   15314      0.10844     0.051298     0.049824     0.014771
DEGLU5       COVAR   15314     0.025462    0.0080233     0.093985      0.39323
MEGLU2       COVAR   15314      0.02813     0.010216     0.078562      0.36015
MEGLU3       COVAR   15314    -0.040427    -0.013768     0.084385      0.68406
MEGLU1       COVAR   15314      0.15572     0.059821     0.068435     0.011448
MEGLU5       COVAR   15314    -0.012987   -0.0043733     0.075279      0.56848
MEGLU4       COVAR   15314      -0.1115    -0.035399     0.075183      0.93095
DEGLU4       COVAR   15314      0.11036     0.042912     0.059439     0.031684
DEGLU3       COVAR   15314      0.16766     0.063102     0.062095    0.0034701
OBNBL1       COVAR   15314    -0.019634    -0.007298     0.060002      0.62825
MBCHO1       COVAR   15314      0.10201     0.045539     0.051038     0.022827
HBGLU9       COVAR   15314      0.14582     0.058593     0.040677   0.00016923
SCGLU1       COVAR   15314     -0.23539    -0.078073     0.077708      0.99877
HBGLU10      COVAR   15314      0.21878     0.047659      0.08131    0.0035688
SCGLU10      COVAR   15314     -0.36222    -0.090582     0.082236      0.99999
HBGLU2       COVAR   15314      0.22235     0.086574     0.050837   6.1456e-06
HBGLU3       COVAR   15314        0.191     0.055393      0.06942    0.0029707
HBNOR        COVAR   15314      0.13977     0.048695     0.050654    0.0028998
HBGLU1       COVAR   15314      0.18184      0.10036     0.033572   3.0877e-08
DEGLU2       COVAR   15314    -0.022788    -0.013261     0.041764      0.70734
DEGLU1       COVAR   15314      0.10004     0.045785     0.044646      0.01253
MSN1         COVAR   15314    -0.030529   -0.0099996      0.05227      0.72041
MSN2         COVAR   15314    -0.029373     -0.00844     0.057553       0.6951
MSN3         COVAR   15314    -0.077869     -0.01898     0.073923      0.85391
MSN5         COVAR   15314     -0.10692    -0.024327     0.082956      0.90127
MSN4         COVAR   15314    -0.054426    -0.013882       0.0736      0.77019
MSN6         COVAR   15314     -0.35815    -0.057187      0.12068       0.9985
OEC          COVAR   15314     -0.16438    -0.028073     0.071056      0.98964
DETPH        COVAR   15314    -0.041408    -0.013319     0.037109      0.86775
RGDG         COVAR   15314      -0.1933    -0.028694      0.08784      0.98611
RGSZ         COVAR   15314     -0.24872    -0.033042     0.098088      0.99438
OPC          COVAR   15314    -0.078733    -0.015694       0.0714      0.86491
SZNBL        COVAR   15314     -0.15805    -0.037995     0.052611      0.99867
EPMB         COVAR   15314     -0.07223    -0.011736     0.074373      0.83426
HYPEN        COVAR   15314    -0.096279    -0.018168     0.063362      0.93567
OBDOP2       COVAR   15314      -0.3796    -0.066083     0.099512      0.99993
OBINH2       COVAR   15314    -0.092579    -0.016337     0.094318      0.83684
OBINH3       COVAR   15314     -0.20979    -0.032825      0.10918      0.97266
OBINH1       COVAR   15314     -0.26986    -0.051274     0.097917      0.99707
OBINH4       COVAR   15314     -0.43109    -0.059953      0.12543       0.9997
OBNBL2       COVAR   15314     -0.22899    -0.059126     0.071689       0.9993
TEGLU6       COVAR   15314     -0.17365    -0.046287     0.083809      0.98086
TEGLU1       COVAR   15314     -0.16152    -0.051257      0.07453      0.98488
DGGRC2       COVAR   15314     -0.27717    -0.064121     0.079567      0.99975
DGGRC1       COVAR   15314     -0.28991    -0.076751     0.073698      0.99996
DGNBL1       COVAR   15314     -0.26866    -0.060586     0.062264      0.99999
DGNBL2       COVAR   15314     -0.29042    -0.072133     0.067113      0.99999
OBNBL3       COVAR   15314      -0.3789    -0.059365     0.092882      0.99998
HYPEP3       COVAR   15314     0.024294    0.0082399     0.080785      0.38181
HYPEP2       COVAR   15314    -0.039647    -0.010767     0.078461      0.69332
HYPEP1       COVAR   15314      -0.2002    -0.060233     0.084567      0.99104
CBNBL2       COVAR   15314     -0.60604    -0.076997         0.13            1
CBGRC        COVAR   15314     -0.49179    -0.047281      0.17294      0.99777
CR           COVAR   15314     -0.49898    -0.099868      0.10498            1
CBNBL1       COVAR   15314    -0.099806    -0.020789     0.092691       0.8592
SEPNBL       COVAR   15314     -0.19753    -0.056207     0.079609      0.99345
OBNBL5       COVAR   15314      -0.4418    -0.065443      0.11795      0.99991
OBNBL4       COVAR   15314     -0.40431    -0.053419       0.1265       0.9993
DECHO2       COVAR   15314     -0.13203    -0.045763     0.059875      0.98627
HYPEP5       COVAR   15314     -0.16487    -0.055898     0.064366      0.99478
DEINH7       COVAR   15314      -0.3304    -0.054696      0.10591      0.99909
HYPEP4       COVAR   15314     -0.11097    -0.041649     0.061666      0.96402
HBGLU8       COVAR   15314      0.06551     0.047534     0.021983    0.0014433
HBGLU6       COVAR   15314      0.13016     0.069611     0.034177   7.0226e-05
HBGLU7       COVAR   15314      0.13497     0.066729     0.034308    4.194e-05
HBGLU5       COVAR   15314     0.053557     0.028898     0.043343       0.1083
HBGLU4       COVAR   15314      0.11607     0.063998     0.027176   9.7887e-06
HBCHO2       COVAR   15314      0.16215     0.094541     0.030606   5.9379e-08
HBCHO1       COVAR   15314      0.13324     0.070539     0.029336   2.8092e-06
HBCHO3       COVAR   15314      0.13625     0.094561     0.025328   3.7895e-08
HBADR        COVAR   15314      0.14718     0.062723     0.042741   0.00028789
HBCHO4       COVAR   15314      0.14875     0.088052     0.032983   3.2672e-06
TECHO        COVAR   15314       0.1039     0.059527     0.048247     0.015645
DECHO1       COVAR   15314     0.093372     0.062086     0.038346    0.0074523
SCINH1       COVAR   15314     0.040674     0.015323     0.047709      0.19697
HBINH8       COVAR   15314     0.076671     0.033311     0.036839     0.018714
HBINH7       COVAR   15314      0.14281     0.051321     0.042806    0.0004258
HBINH5       COVAR   15314      0.21116     0.090658     0.043504   6.1146e-07
CBINH2       COVAR   15314      0.06422     0.021426     0.045562     0.079353
CBPC         COVAR   15314      0.02251    0.0057071     0.050206      0.32695
CBINH1       COVAR   15314     -0.05319   -0.0093622     0.099592      0.70335
MEINH1       COVAR   15314    -0.071934    -0.010264      0.10389      0.75565
TEINH17      COVAR   15314    -0.025264   -0.0089096     0.068524      0.64382
TEINH18      COVAR   15314     -0.01028   -0.0042419     0.057247      0.57125
DEINH2       COVAR   15314     0.025995    0.0093733     0.067326      0.34971
DEINH1       COVAR   15314    -0.024177   -0.0088202     0.070642      0.63392
DEINH6       COVAR   15314     -0.01807   -0.0051262     0.057893      0.62252
MEINH13      COVAR   15314      0.10431     0.037112     0.072097     0.073988
MEINH8       COVAR   15314     -0.29082     -0.06622      0.10037      0.99812
MEINH14      COVAR   15314     -0.10777    -0.034528     0.064569      0.95243
DEINH4       COVAR   15314    -0.057323    -0.019645     0.068959      0.79708
DEINH5       COVAR   15314     -0.11815    -0.036484     0.091207       0.9024
TEINH2       COVAR   15314     -0.18546    -0.049029      0.10103      0.96679
TEINH1       COVAR   15314       0.0973     0.039145     0.070729     0.084472
HBINH4       COVAR   15314      0.17116     0.052334     0.063015    0.0033055
HBINH3       COVAR   15314      0.15331     0.033836     0.093302     0.050191
HBINH1       COVAR   15314      0.14894     0.032069     0.066609     0.012684
SCINH11      COVAR   15314     -0.25251    -0.071522     0.065199      0.99995
MEINH3       COVAR   15314      0.12796     0.048171     0.072248     0.038277
MEINH4       COVAR   15314    -0.046868     -0.01684     0.083614      0.71243
DEINH3       COVAR   15314      0.13457      0.05135     0.065123     0.019408
MEINH2       COVAR   15314      0.15221     0.059713     0.061716    0.0068317
MEINH7       COVAR   15314      -0.1187    -0.032617     0.081281      0.92789
MEINH5       COVAR   15314     -0.19209    -0.054379     0.082646      0.98994
MEINH12      COVAR   15314     -0.21516    -0.068785     0.072413      0.99852
MEINH11      COVAR   15314      -0.2849     -0.08086     0.081872      0.99975
MEINH9       COVAR   15314     -0.24237    -0.062758       0.0889      0.99679
MEINH10      COVAR   15314     -0.16718    -0.055891     0.071842      0.99001
MEINH6       COVAR   15314     0.043185     0.015705      0.06202      0.24312
HBINH6       COVAR   15314      0.19741      0.08901     0.039785   3.5286e-07
HBINH2       COVAR   15314       0.1567     0.094728     0.031126   2.4232e-07
SCGLU8       COVAR   15314     -0.14497    -0.045538     0.055409      0.99555
SCGLU9       COVAR   15314     -0.40211    -0.090997     0.084719            1
SCGLU7       COVAR   15314     -0.29142    -0.066097     0.073536      0.99996
SCGLU2       COVAR   15314     -0.30318    -0.094072     0.087024      0.99975
SCGLU3       COVAR   15314     -0.31746     -0.10635     0.069497            1
SCGLU4       COVAR   15314      -0.3205    -0.097517      0.07067            1
SCGLU6       COVAR   15314     -0.42078    -0.094039     0.086872            1
SCGLU5       COVAR   15314     -0.28271    -0.079685     0.070794      0.99997
SCINH5       COVAR   15314    -0.041881    -0.019258     0.049118      0.80307
SCINH6       COVAR   15314     -0.20753    -0.083525       0.0526      0.99996
SCINH7       COVAR   15314     -0.25271    -0.078159     0.065776      0.99994
HBINH9       COVAR   15314      0.16526     0.051352     0.067592      0.00725
SCINH2       COVAR   15314     -0.11633    -0.038514     0.078885      0.92985
SCINH4       COVAR   15314     -0.30501    -0.088414       0.0676            1
SCINH3       COVAR   15314     -0.22002    -0.077643     0.070707      0.99907
SCINH10      COVAR   15314     -0.17642    -0.055173     0.073938      0.99148
SCINH9       COVAR   15314     -0.25701    -0.067227     0.075006      0.99969
SCINH8       COVAR   15314     -0.22687    -0.063303     0.068289      0.99955
TEINH3       COVAR   15314     0.059863     0.021427     0.070578      0.19818
OBDOP1       COVAR   15314     -0.13641     -0.03019     0.091783      0.93139
HYPEP8       COVAR   15314     -0.07173    -0.027182     0.043717      0.94957
ABC          COVAR   15314    -0.098743    -0.032295     0.037937      0.99537
VLMC2        COVAR   15314     -0.19711    -0.047164     0.051773      0.99993
VLMC1        COVAR   15314     -0.29057    -0.046977     0.073773      0.99996
VSMCA        COVAR   15314     -0.16129    -0.027202     0.070275      0.98913
PER3         COVAR   15314     -0.29329    -0.042949     0.081661      0.99984
VECA         COVAR   15314    -0.024089   -0.0063934     0.043667       0.7094
PER2         COVAR   15314    -0.082787    -0.030791     0.032233      0.99489
PER1         COVAR   15314    -0.085435    -0.023959      0.04288      0.97683
VECV         COVAR   15314     -0.10158    -0.026704     0.044817      0.98828
VECC         COVAR   15314     -0.14923    -0.041722     0.042101       0.9998
MGL1         COVAR   15314     -0.14928    -0.021265     0.074574      0.97733
MGL2         COVAR   15314     -0.11868    -0.018985     0.067643      0.96031
MGL3         COVAR   15314    -0.086423    -0.015524     0.059726      0.92604
PVM2         COVAR   15314    -0.056509   -0.0093052     0.066441      0.80248
PVM1         COVAR   15314    -0.063446    -0.010482     0.067275      0.82717
SCHW         COVAR   15314    -0.065987    -0.020776     0.036395      0.96508
SATG2        COVAR   15314    -0.061715    -0.017199     0.042207      0.92815
SATG1        COVAR   15314    -0.037279    -0.012261     0.033562      0.86665
ACBG         COVAR   15314    -0.072431    -0.011871     0.075122      0.83251
ACOB         COVAR   15314    -0.051905   -0.0097359     0.064915      0.78802
ACTE1        COVAR   15314    -0.061703    -0.011071     0.069366      0.81313
ACTE2        COVAR   15314     -0.10614    -0.015033     0.084492      0.89546
ACNT1        COVAR   15314    -0.032822   -0.0037564     0.098429      0.63061
ACNT2        COVAR   15314     0.045918    0.0069458     0.075883      0.27255
ACMB         COVAR   15314    -0.019979    -0.004075     0.060327      0.62974
EPEN         COVAR   15314    0.0098576    0.0030244     0.036183      0.39265
EPSC         COVAR   15314    -0.075217    -0.022414     0.039951      0.97012
CHOR         COVAR   15314   5.3149e-05   1.6536e-05     0.039222      0.49946
SYNOR3       COVAR   15314    -0.022533    -0.017716     0.022339      0.84343
SYNOR2       COVAR   15314    -0.018371    -0.013631      0.02406      0.77743
SYNOR1       COVAR   15314    -0.015103    -0.011387     0.023496      0.73981
SYNOR4       COVAR   15314   -0.0062604   -0.0053794     0.020279      0.62123
SYNOR5       COVAR   15314    -0.011947   -0.0075238     0.026956      0.67119
SYCHO2       COVAR   15314    -0.018646     -0.01507     0.022638      0.79492
SYCHO1       COVAR   15314   -0.0020034    -0.001643     0.022159      0.53602
PSPEP1       COVAR   15314    -0.030614    -0.019624     0.027322      0.86874
PSPEP3       COVAR   15314    -0.033955    -0.019403     0.028787       0.8809
PSPEP2       COVAR   15314     -0.01038   -0.0063324     0.028645      0.64146
PSPEP4       COVAR   15314    -0.036018    -0.017715     0.034836      0.84941
PSPEP5       COVAR   15314    -0.056927    -0.025155     0.038332      0.93123
PSPEP6       COVAR   15314      -0.0922    -0.038895      0.04269       0.9846
PSPEP7       COVAR   15314     -0.11602    -0.041817     0.051415      0.98798
PSPEP8       COVAR   15314    -0.033881    -0.018438     0.034724      0.83539
PSNF2        COVAR   15314  -0.00066188  -0.00038962     0.030303      0.50871
PSNF3        COVAR   15314    0.0010031   0.00064917     0.026083      0.48466
PSNF1        COVAR   15314     0.030007     0.017796     0.027471      0.13736
PSNP1        COVAR   15314   -0.0067842   -0.0044013     0.024708      0.60818
PSNP3        COVAR   15314    -0.025869     -0.02013     0.020055      0.90144
PSNP2        COVAR   15314    -0.027957    -0.020895     0.020632      0.91228
PSNP5        COVAR   15314    -0.025528    -0.017657     0.022834      0.86821
PSNP4        COVAR   15314    -0.035672    -0.027349     0.020119      0.96188
PSNP6        COVAR   15314    -0.022352    -0.017811      0.01935      0.87597
