# MEAN_SAMPLE_SIZE = 15539
# TOTAL_GENES = 17668
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                      TYPE  NGENES         BETA     BETA_STD           SE            P
Exc_L5.6_THEMIS_C1QL3        COVAR   17668   -0.0073217    -0.017174     0.012596      0.71947
Exc_L5.6_THEMIS_CRABP1       COVAR   17668    0.0064732      0.01504      0.01043      0.26742
Exc_L5.6_THEMIS_DCSTAMP      COVAR   17668     0.017862     0.042468    0.0098707     0.035189
Exc_L5.6_THEMIS_FGF10        COVAR   17668     0.006775     0.015967     0.010368      0.25674
Exc_L6_FEZF2_OR2T8           COVAR   17668    -0.015924    -0.038377     0.009767      0.94848
Exc_L6_FEZF2_SCUBE1          COVAR   17668  -0.00067436   -0.0015617     0.010519      0.52556
Inh_L1_SST_CHRNA4            COVAR   17668    -0.019252     -0.03843       0.0122       0.9427
Inh_L1_SST_NMBR              COVAR   17668   -0.0010395   -0.0020891     0.013476      0.53074
Inh_L1.2_GAD1_MC4R           COVAR   17668   -0.0028532   -0.0055243     0.012751      0.58853
Inh_L1.2_LAMP5_DBP           COVAR   17668    -0.016022    -0.033529     0.010335      0.93946
Inh_L1.2_PAX6_CDH12          COVAR   17668   -0.0056837    -0.011646     0.012704       0.6727
Inh_L1.2_PAX6_TNFAIP8L3      COVAR   17668     0.010091     0.022923    0.0099841      0.15608
Inh_L1.2_SST_BAGE2           COVAR   17668   -0.0012786   -0.0024247     0.014257      0.53573
Inh_L1.2_VIP_LBH             COVAR   17668   -0.0049503    -0.010599     0.013543      0.64263
Inh_L1.2_VIP_PCDH20          COVAR   17668    0.0003533   0.00070123      0.01315      0.48928
Inh_L1.2_VIP_TSPAN12         COVAR   17668   -0.0042878   -0.0087055     0.012213      0.63723
Inh_L1.3_PAX6_SYT6           COVAR   17668     0.015066     0.033603     0.012173      0.10793
Inh_L1.3_SST_CALB1           COVAR   17668     0.021081     0.039476     0.014839     0.077716
Inh_L1.3_VIP_ADAMTSL1        COVAR   17668    -0.006292    -0.013006     0.013816       0.6756
Inh_L1.3_VIP_CCDC184         COVAR   17668   -0.0089606    -0.018849      0.01312      0.75268
Inh_L1.3_VIP_CHRM2           COVAR   17668   -0.0058242    -0.011429     0.014194      0.65921
Inh_L1.3_VIP_GGH             COVAR   17668    0.0010854    0.0020822     0.012963      0.46663
Inh_L1.4_LAMP5_LCP2          COVAR   17668   -0.0085811    -0.017788     0.012765      0.74928
Inh_L1.4_VIP_CHRNA6          COVAR   17668   -0.0099311    -0.020583      0.01164      0.80322
Inh_L1.4_VIP_OPRM1           COVAR   17668   0.00029785   0.00058674     0.013098      0.49093
Inh_L1.4_VIP_PENK            COVAR   17668   -0.0064055    -0.013849     0.010813      0.72319
Inh_L2.3_VIP_CASC6           COVAR   17668   -0.0087344    -0.019397     0.012555      0.75669
Inh_L2.4_PVALB_WFDC2         COVAR   17668   -0.0086382    -0.018773     0.013421      0.74008
Inh_L2.4_SST_FRZB            COVAR   17668   -0.0075111    -0.015539     0.013351      0.71313
Inh_L2.4_VIP_CBLN1           COVAR   17668   -0.0069383    -0.013386     0.013253      0.69969
Inh_L2.4_VIP_SPAG17          COVAR   17668    0.0053954     0.010779     0.012313      0.33062
Inh_L2.5_PVALB_SCUBE3        COVAR   17668   0.00047906    0.0010081      0.01088      0.48244
Inh_L2.5_VIP_SERPINF1        COVAR   17668    -0.018307    -0.036042     0.012693      0.92538
Inh_L2.5_VIP_TYR             COVAR   17668    -0.017453     -0.03508      0.01276      0.91431
Inh_L2.6_LAMP5_CA1           COVAR   17668    0.0011515    0.0024412     0.013103      0.46499
Inh_L2.6_VIP_QPCT            COVAR   17668    0.0012507    0.0025449     0.011778      0.45772
Inh_L3.5_SST_ADGRG6          COVAR   17668     0.011036     0.022072      0.01402       0.2156
Inh_L3.6_SST_HPGD            COVAR   17668   -0.0065713    -0.014271     0.013646      0.68494
Inh_L3.6_SST_NPY             COVAR   17668     0.010185     0.022618    0.0099209      0.15231
Inh_L3.6_VIP_HS3ST3A1        COVAR   17668    0.0061599     0.012594      0.01358      0.32506
Inh_L4.5_PVALB_MEPE          COVAR   17668     0.012933      0.02909     0.012073      0.14204
Inh_L4.5_SST_STK32A          COVAR   17668    -0.010011    -0.019144     0.013223      0.77548
Inh_L4.6_PVALB_SULF1         COVAR   17668   -0.0081925    -0.017157     0.014199      0.71802
Inh_L4.6_SST_B3GAT2          COVAR   17668    0.0015767     0.003134     0.014827      0.45766
Inh_L4.6_SST_GXYLT2          COVAR   17668   -0.0079312    -0.017114     0.012706      0.73375
Inh_L5.6_GAD1_GLP1R          COVAR   17668   -0.0039001   -0.0085622     0.011541      0.63229
Inh_L5.6_PVALB_LGR5          COVAR   17668     0.010594     0.022128     0.012149      0.19162
Inh_L5.6_SST_KLHDC8A         COVAR   17668     0.010364     0.022463     0.012467      0.20292
Inh_L5.6_SST_MIR548F2        COVAR   17668   -0.0056274    -0.012395     0.013252      0.66445
Inh_L5.6_SST_NPM1P10         COVAR   17668     -0.02261    -0.047392     0.014412      0.94164
Inh_L5.6_SST_TH              COVAR   17668   -0.0092425    -0.020324     0.011273      0.79384
Micro_L1.3_TYROBP            COVAR   17668     0.020708     0.026939     0.008399    0.0068456
Oligo_L1.6_OPALIN            COVAR   17668     0.018389     0.027233    0.0080731     0.011374
OPC_L1.6_PDGFRA              COVAR   17668     0.036751     0.058559    0.0098275   9.2463e-05
