# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                              TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Bone_Marrow.Hematopoietic_st...      COVAR   14594    -0.034469   -0.0070376     0.074801      0.67753 Bone_Marrow.Hematopoietic_stem_progenitor_cell
Bone_Marrow.Macrophage_Ms4a6...      COVAR   14594     0.097926      0.02265     0.070814     0.083366 Bone_Marrow.Macrophage_Ms4a6c_high
Bone_Marrow.Macrophage_S100a...      COVAR   14594      0.10779     0.017261     0.062773     0.042986 Bone_Marrow.Macrophage_S100a4_high
Bone_Marrow.Monocyte_Prtn3_h...      COVAR   14594     0.038904     0.015292     0.038383       0.1554 Bone_Marrow.Monocyte_Prtn3_high
Bone_Marrow.Neutrophil_Cebpe...      COVAR   14594     0.018313     0.003696     0.061399      0.38275 Bone_Marrow.Neutrophil_Cebpe_high
Bone_Marrow.Neutrophil_Fcnb_...      COVAR   14594   -0.0022054  -0.00041166     0.067964      0.51294 Bone_Marrow.Neutrophil_Fcnb_high
Bone_Marrow.Neutrophil_Mmp8_...      COVAR   14594       0.0776     0.009978     0.092319       0.2003 Bone_Marrow.Neutrophil_Mmp8_high
Bone_Marrow.Neutrophil_Ngp_h...      COVAR   14594      0.01055    0.0014501     0.091191      0.45395 Bone_Marrow.Neutrophil_Ngp_high
Bone_Marrow.Neutrophil_proge...      COVAR   14594    -0.005475  -0.00059338      0.10424      0.52094 Bone_Marrow.Neutrophil_progenitor
Bone_Marrow.Pre.pro_B_cell           COVAR   14594     0.027815    0.0036315      0.11702      0.40606 Bone_Marrow.Pre.pro_B_cell
Bone_Marrow.T_cell_Ms4a4b_hi...      COVAR   14594     0.053425    0.0053595      0.13345      0.34446 Bone_Marrow.T_cell_Ms4a4b_high
