# MEAN_SAMPLE_SIZE = 36692
# TOTAL_GENES = 14940
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                        TYPE  NGENES         BETA     BETA_STD           SE            P
L6_CT_ALM_Nxph2_Sla            COVAR   14940   -0.0096655    -0.027124      0.01221       0.7857
L6_CT_VISp_Ctxn3_Sla           COVAR   14940   -0.0011861   -0.0037326    0.0054359      0.58636
L6_CT_VISp_Gpr139              COVAR   14940    0.0041405     0.012764    0.0057489      0.23569
L6_CT_VISp_Krt80_Sla           COVAR   14940    -0.025698    -0.074375    0.0078485      0.99947
L6_CT_VISp_Nxph2_Wls           COVAR   14940   -0.0028739   -0.0084619    0.0058024       0.6898
L6_IT_ALM_Oprk1                COVAR   14940    -0.013078    -0.036918     0.011283      0.87678
L6_IT_ALM_Tgfb1                COVAR   14940     -0.00307   -0.0086537     0.011225      0.60777
L6_IT_VISp_Car3                COVAR   14940     0.010472     0.032145    0.0055197     0.028906
L6_IT_VISp_Col23a1_Adamts2     COVAR   14940   -0.0055303     -0.01649    0.0073663      0.77359
L6_IT_VISp_Penk_Col27a1        COVAR   14940    -0.024149    -0.066164    0.0079744      0.99877
L6_NP_ALM_Trh                  COVAR   14940   -0.0033679   -0.0092632     0.011841      0.61196
L6b_ALM_Olfr111_Nxph1          COVAR   14940   -0.0019034   -0.0053114      0.01158      0.56528
L6b_ALM_Olfr111_Spon1          COVAR   14940    -0.004485    -0.012592     0.011241      0.65505
L6b_Hsd17b2                    COVAR   14940     0.011927     0.033658     0.010045      0.11755
L6b_P2ry12                     COVAR   14940    0.0039306     0.011141     0.010022      0.34747
L6b_VISp_Col8a1_Rprm           COVAR   14940    -0.017674    -0.049457     0.011198      0.94275
L6b_VISp_Mup5                  COVAR   14940   -0.0020185    -0.006324     0.005398      0.64577
Lamp5_Fam19a1_Pax6             COVAR   14940    0.0034813    0.0096717     0.011976      0.38564
Lamp5_Fam19a1_Tmem182          COVAR   14940     0.014149     0.039159     0.012452      0.12791
Lamp5_Krt73                    COVAR   14940    0.0040086     0.011135      0.01148      0.36348
Lamp5_Lhx6                     COVAR   14940    -0.013964    -0.038435     0.011599      0.88567
Lamp5_Lsp1                     COVAR   14940    0.0023865    0.0065774     0.012127        0.422
Lamp5_Ntn1_Npy2r               COVAR   14940    0.0093101     0.025162      0.01373      0.24886
Lamp5_Plch2_Dock5              COVAR   14940   -0.0070717    -0.019066     0.012691       0.7113
Meis2_Adamts19                 COVAR   14940    0.0024242    0.0049968     0.008105      0.38243
Microglia_Siglech              COVAR   14940    0.0050726    0.0085835    0.0062514      0.20856
Oligo_Rassf10                  COVAR   14940    0.0032395    0.0082779    0.0054695      0.27683
Oligo_Serpinb1a                COVAR   14940    0.0083922     0.016591    0.0059752     0.080093
Oligo_Synpr                    COVAR   14940    0.0081739     0.020238    0.0053221     0.062298
OPC_Pdgfra_Ccnb1               COVAR   14940     0.008992     0.029167    0.0037691    0.0085301
OPC_Pdgfra_Grm5                COVAR   14940    0.0087957      0.01715    0.0071031      0.10782
Peri_Kcnj8                     COVAR   14940    0.0015273    0.0030018    0.0050159      0.38038
Pvalb_Akr1c18_Ntf3             COVAR   14940    0.0075028     0.021191     0.010078       0.2283
Pvalb_Calb1_Sst                COVAR   14940    -0.015255    -0.041986     0.011956        0.899
Pvalb_Gabrg1                   COVAR   14940   0.00077196    0.0020878     0.011054      0.47216
Pvalb_Gpr149_Islr              COVAR   14940    0.0053455     0.014847     0.010993      0.31339
Pvalb_Reln_Itm2a               COVAR   14940    0.0023681    0.0068277    0.0083238      0.38802
Pvalb_Reln_Tac1                COVAR   14940    0.0023314    0.0063793     0.012113      0.42369
Pvalb_Sema3e_Kank4             COVAR   14940     0.018492     0.052572     0.010058     0.033008
Pvalb_Th_Sst                   COVAR   14940    0.0079969     0.022168    0.0096559      0.20379
Pvalb_Tpbg                     COVAR   14940    0.0071873     0.020039     0.011634      0.26837
Pvalb_Vipr2                    COVAR   14940   0.00091513    0.0025157       0.0109      0.46655
PVM_Mrc1                       COVAR   14940    0.0035782    0.0071222    0.0053821      0.25308
Serpinf1_Aqp5_Vip              COVAR   14940   -0.0052971    -0.014068     0.011823      0.67293
Serpinf1_Clrn1                 COVAR   14940    0.0060779     0.016746     0.011698      0.30169
SMC_Acta2                      COVAR   14940    -0.010364    -0.019289    0.0060031      0.95785
Sncg_Gpr50                     COVAR   14940    0.0023131    0.0065353     0.010295      0.41112
Sncg_Slc17a8                   COVAR   14940    0.0026729    0.0075143     0.010325      0.39786
Sncg_Vip_Itih5                 COVAR   14940    0.0098458      0.02713     0.011809      0.20221
Sncg_Vip_Nptx2                 COVAR   14940    0.0052478     0.014394     0.011698      0.32686
Sst_Calb2_Necab1               COVAR   14940    -0.010843    -0.029544      0.01313      0.79554
Sst_Calb2_Pdlim5               COVAR   14940   0.00092426    0.0025534     0.013028      0.47172
Sst_Chodl                      COVAR   14940    0.0062462     0.016961     0.010492      0.27582
Sst_Chrna2_Glra3               COVAR   14940   -0.0077782     -0.02106      0.01318      0.72245
Sst_Chrna2_Ptgdr               COVAR   14940    0.0037158     0.010257     0.012514      0.38326
Sst_Crh_4930553C11Rik          COVAR   14940    0.0023136    0.0063987     0.012673      0.42757
Sst_Crhr2_Efemp1               COVAR   14940      0.00856     0.023852     0.012776      0.25143
Sst_Esm1                       COVAR   14940    0.0073384     0.020541     0.012155      0.27301
Sst_Hpse_Cbln4                 COVAR   14940   -0.0016115   -0.0044875     0.011951      0.55363
Sst_Hpse_Sema3c                COVAR   14940   -0.0023996   -0.0066558     0.012017      0.57913
Sst_Mme_Fam114a1               COVAR   14940    -0.016944    -0.047374     0.012009      0.92085
Sst_Myh8_Etv1                  COVAR   14940   0.00025681   0.00071823     0.011825      0.49134
Sst_Myh8_Fibin                 COVAR   14940   -0.0036419   -0.0099735     0.011583       0.6234
Sst_Nr2f2_Necab1               COVAR   14940   -0.0028041   -0.0079002     0.011744      0.59435
Sst_Nts                        COVAR   14940    -0.010423     -0.02886    0.0095439      0.86259
Sst_Rxfp1_Eya1                 COVAR   14940   -0.0080915    -0.022559     0.012027      0.74945
Sst_Rxfp1_Prdm8                COVAR   14940    0.0037348     0.010448     0.012363      0.38129
Sst_Tac1_Htr1d                 COVAR   14940    -0.020957    -0.057446     0.013438      0.94056
Sst_Tac2_Myh4                  COVAR   14940    0.0028207    0.0078802     0.012703      0.41214
Sst_Tac2_Tacstd2               COVAR   14940   -0.0069302    -0.019515     0.012473      0.71076
Vip_Arhgap36_Hmcn1             COVAR   14940   -0.0029516   -0.0077633     0.012669      0.59211
Vip_Chat_Htr1f                 COVAR   14940    0.0058156     0.014891     0.011857       0.3119
Vip_Col15a1_Pde1a              COVAR   14940    0.0050923     0.013333     0.010661      0.31646
Vip_Crispld2_Htr2c             COVAR   14940    0.0086187      0.02177     0.010795      0.21233
Vip_Crispld2_Kcne4             COVAR   14940     0.004776     0.012554     0.011671       0.3412
Vip_Gpc3_Slc18a3               COVAR   14940    0.0037597    0.0099234     0.011757      0.37457
Vip_Igfbp4_Mab21l1             COVAR   14940      0.00736      0.01882     0.010848      0.24874
Vip_Igfbp6_Car10               COVAR   14940    0.0026964     0.006999     0.012426       0.4141
Vip_Igfbp6_Pltp                COVAR   14940   0.00041581    0.0010579     0.011112      0.48508
Vip_Lect1_Oxtr                 COVAR   14940   -0.0028411   -0.0073346     0.012429       0.5904
Vip_Lmo1_Fam159b               COVAR   14940    0.0046963     0.012319     0.011979      0.34752
Vip_Lmo1_Myl1                  COVAR   14940   -0.0016911   -0.0044211     0.012084      0.55565
Vip_Ptprt_Pkp2                 COVAR   14940    0.0023767     0.006024     0.012671      0.42561
Vip_Pygm_C1ql1                 COVAR   14940     0.010408     0.026969     0.012731      0.20681
Vip_Rspo1_Itga4                COVAR   14940     0.010997     0.027954     0.011262      0.16443
Vip_Rspo4_Rxfp1_Chat           COVAR   14940    0.0050418      0.01279     0.011816       0.3348
VLMC_Osr1_Mc5r                 COVAR   14940   -0.0094368     -0.01625    0.0063609      0.93103
VLMC_Spp1_Col15a1              COVAR   14940    -0.012226    -0.022255    0.0061399      0.97677
VLMC_Spp1_Hs3st6               COVAR   14940   -0.0087637    -0.018805    0.0047362      0.96786
