# MEAN_SAMPLE_SIZE = 36692
# TOTAL_GENES = 14940
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                        TYPE  NGENES         BETA     BETA_STD           SE            P
L6_CT_VISp_Nxph2_Wls           COVAR   14940    -0.012092    -0.033171     0.012261      0.83797
L6_IT_ALM_Oprk1                COVAR   14940   -0.0012922   -0.0038244    0.0070818      0.57239
L6_IT_ALM_Tgfb1                COVAR   14940    0.0013952    0.0043657    0.0053879      0.39784
L6_IT_VISp_Car3                COVAR   14940    0.0041097     0.011395     0.010819      0.35203
L6_IT_VISp_Col18a1             COVAR   14940     0.012042     0.033434     0.011923      0.15626
L6_IT_VISp_Col23a1_Adamts2     COVAR   14940    0.0046848     0.012921     0.012029      0.34847
L6_IT_VISp_Penk_Col27a1        COVAR   14940    0.0014569      0.00404     0.011828      0.45099
L6_IT_VISp_Penk_Fst            COVAR   14940    0.0035342    0.0097833     0.011166      0.37581
L6b_Hsd17b2                    COVAR   14940     0.010781     0.030598    0.0091449      0.11923
L6b_P2ry12                     COVAR   14940    0.0084095     0.023712     0.011031      0.22293
L6b_VISp_Col8a1_Rprm           COVAR   14940   -0.0075465    -0.021087     0.011496      0.74423
L6b_VISp_Col8a1_Rxfp1          COVAR   14940    0.0033388    0.0093461     0.010942      0.38014
L6b_VISp_Crh                   COVAR   14940    0.0053523     0.015072     0.011016      0.31353
L6b_VISp_Mup5                  COVAR   14940    0.0014349    0.0040447     0.010974      0.44799
Lamp5_Fam19a1_Pax6             COVAR   14940    0.0036606     0.010041     0.012265      0.38268
Lamp5_Fam19a1_Tmem182          COVAR   14940     0.019447     0.053097     0.012363     0.057873
Lamp5_Krt73                    COVAR   14940   -0.0042375    -0.011729     0.011484      0.64393
Lamp5_Lhx6                     COVAR   14940    -0.014148    -0.038513     0.011834      0.88405
Lamp5_Lsp1                     COVAR   14940    0.0023811    0.0065084     0.012212      0.42271
Lamp5_Ntn1_Npy2r               COVAR   14940    0.0060453     0.015931     0.014326      0.33652
Lamp5_Plch2_Dock5              COVAR   14940   -0.0053324    -0.014138      0.01329      0.65587
Meis2_Adamts19                 COVAR   14940   -0.0099377    -0.020606    0.0090075      0.86503
Microglia_Siglech              COVAR   14940    0.0010214    0.0016677    0.0063405      0.43601
Oligo_Rassf10                  COVAR   14940    0.0035096    0.0083865    0.0051538      0.24795
Oligo_Serpinb1a                COVAR   14940    0.0071551     0.013901     0.006104      0.12057
Oligo_Synpr                    COVAR   14940    0.0047899     0.011531    0.0054436      0.18946
OPC_Pdgfra_Ccnb1               COVAR   14940     0.009644     0.025015     0.004402     0.014241
OPC_Pdgfra_Grm5                COVAR   14940     0.017486     0.032151    0.0072826    0.0081796
Peri_Kcnj8                     COVAR   14940    -0.014643    -0.024041    0.0067681      0.98474
Pvalb_Akr1c18_Ntf3             COVAR   14940    0.0056252     0.015499     0.011355      0.31016
Pvalb_Calb1_Sst                COVAR   14940   -0.0061012    -0.016747       0.0124      0.68865
Pvalb_Gabrg1                   COVAR   14940  -0.00029268  -0.00077075     0.011702      0.50998
Pvalb_Gpr149_Islr              COVAR   14940    0.0046935     0.012712     0.011677      0.34387
Pvalb_Reln_Itm2a               COVAR   14940     0.010208     0.028549      0.01037      0.16249
Pvalb_Reln_Tac1                COVAR   14940  -0.00047596   -0.0012878     0.012634      0.51503
Pvalb_Sema3e_Kank4             COVAR   14940    0.0070442     0.019745      0.01051      0.25135
Pvalb_Th_Sst                   COVAR   14940   -0.0073963    -0.019973     0.012892      0.71691
Pvalb_Tpbg                     COVAR   14940    0.0086243     0.024004     0.011787       0.2322
Pvalb_Vipr2                    COVAR   14940    0.0063813     0.017301     0.011185      0.28417
PVM_Mrc1                       COVAR   14940    0.0065215     0.013847    0.0049614     0.094358
Serpinf1_Aqp5_Vip              COVAR   14940    -0.010276    -0.027114     0.011029      0.82425
Serpinf1_Clrn1                 COVAR   14940    0.0073328     0.020223     0.010337      0.23904
SMC_Acta2                      COVAR   14940   -0.0071102    -0.014033    0.0058811      0.88665
Sncg_Gpr50                     COVAR   14940    0.0030202    0.0084212     0.010388      0.38563
Sncg_Slc17a8                   COVAR   14940    0.0037084     0.010464    0.0093453      0.34575
Sncg_Vip_Itih5                 COVAR   14940     0.014446     0.039995     0.011504       0.1046
Sncg_Vip_Nptx2                 COVAR   14940    0.0055914     0.015103      0.01228      0.32444
Sst_Calb2_Necab1               COVAR   14940    -0.017036    -0.046575     0.012646      0.91102
Sst_Calb2_Pdlim5               COVAR   14940    -0.014817    -0.040511     0.013616      0.86172
Sst_Chodl                      COVAR   14940      0.01036     0.028193     0.010065      0.15169
Sst_Chrna2_Glra3               COVAR   14940    -0.014522    -0.039108     0.013418      0.86043
Sst_Chrna2_Ptgdr               COVAR   14940   -0.0087162    -0.023574      0.01294      0.74971
Sst_Crh_4930553C11Rik          COVAR   14940     -0.01688    -0.046596     0.012898      0.90469
Sst_Crhr2_Efemp1               COVAR   14940   -0.0066526    -0.018428     0.012506      0.70262
Sst_Esm1                       COVAR   14940    -0.006916    -0.019098     0.012505      0.70989
Sst_Hpse_Cbln4                 COVAR   14940   -0.0035083   -0.0097383     0.012148      0.61363
Sst_Hpse_Sema3c                COVAR   14940    -0.024494    -0.065844      0.01306      0.96963
Sst_Mme_Fam114a1               COVAR   14940    -0.014032    -0.038919     0.012579      0.86767
Sst_Myh8_Etv1                  COVAR   14940    -0.014479    -0.039783     0.013224      0.86323
Sst_Myh8_Fibin                 COVAR   14940    -0.014738    -0.038864     0.013185      0.86815
Sst_Nr2f2_Necab1               COVAR   14940    -0.004841    -0.013363     0.012814      0.64721
Sst_Nts                        COVAR   14940    0.0026694    0.0072185     0.012481      0.41532
Sst_Rxfp1_Eya1                 COVAR   14940    -0.030401    -0.083349     0.012859      0.99096
Sst_Rxfp1_Prdm8                COVAR   14940   -0.0097222    -0.026838     0.013846      0.75871
Sst_Tac1_Htr1d                 COVAR   14940    -0.027747    -0.075108     0.013936      0.97675
Sst_Tac1_Tacr3                 COVAR   14940   -0.0082492    -0.021866     0.012084      0.75258
Sst_Tac2_Myh4                  COVAR   14940   -0.0040948    -0.011242     0.012123      0.63223
Sst_Tac2_Tacstd2               COVAR   14940    -0.029643    -0.081781      0.01346      0.98617
Vip_Arhgap36_Hmcn1             COVAR   14940   -0.0083423    -0.021343     0.012751      0.74352
Vip_Chat_Htr1f                 COVAR   14940    0.0062495     0.015495     0.011642       0.2957
Vip_Col15a1_Pde1a              COVAR   14940    0.0034227    0.0088948     0.010689      0.37441
Vip_Crispld2_Htr2c             COVAR   14940     0.002999    0.0075009     0.010922      0.39182
Vip_Crispld2_Kcne4             COVAR   14940   -0.0045079    -0.011647     0.011313      0.65486
Vip_Gpc3_Slc18a3               COVAR   14940   -0.0046756    -0.011984       0.0124      0.64694
Vip_Igfbp4_Mab21l1             COVAR   14940   -0.0016635   -0.0041357     0.011886      0.55565
Vip_Igfbp6_Car10               COVAR   14940    0.0042132     0.010827     0.012883      0.37182
Vip_Igfbp6_Pltp                COVAR   14940  -0.00046048   -0.0011613     0.011836      0.51552
Vip_Lect1_Oxtr                 COVAR   14940   -0.0073893    -0.018684     0.012387      0.72459
Vip_Lmo1_Fam159b               COVAR   14940   -0.0091843    -0.024019     0.012008      0.77782
Vip_Lmo1_Myl1                  COVAR   14940   -0.0044689    -0.011817     0.012141      0.64359
Vip_Ptprt_Pkp2                 COVAR   14940   -0.0064712    -0.016176     0.012961       0.6912
Vip_Pygm_C1ql1                 COVAR   14940    0.0093353     0.023828     0.013343      0.24208
Vip_Rspo1_Itga4                COVAR   14940   7.8949e-05    0.0001967     0.011494      0.49726
Vip_Rspo4_Rxfp1_Chat           COVAR   14940   -0.0048901    -0.012235     0.012181      0.65595
VLMC_Osr1_Cd74                 COVAR   14940    -0.010372    -0.024041    0.0054826      0.97073
VLMC_Osr1_Mc5r                 COVAR   14940    -0.011907    -0.022567    0.0060618      0.97524
VLMC_Spp1_Col15a1              COVAR   14940     -0.01657     -0.03347    0.0054515      0.99881
VLMC_Spp1_Hs3st6               COVAR   14940    -0.013685    -0.025525    0.0055861      0.99285
