# MEAN_SAMPLE_SIZE = 39955
# TOTAL_GENES = 14974
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                              TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
FC.Polydendrocyte_Tnr_Cspg5....      COVAR   14974    0.0074106     0.020256     0.008213      0.18346 FC.Polydendrocyte_Tnr_Cspg5.10_1
FC.Polydendrocyte_Tnr_Dlx1.1...      COVAR   14974   -0.0089398    -0.025567    0.0057845      0.93887 FC.Polydendrocyte_Tnr_Dlx1.10_2
FC.Polydendrocyte_Tnr_Pdgfa....      COVAR   14974   -0.0037059    -0.010312    0.0068545      0.70562 FC.Polydendrocyte_Tnr_Pdgfa.10_3
FC.Polydendrocyte_Tnr_Opalin...      COVAR   14974   -0.0023172    -0.006581    0.0055939      0.66065 FC.Polydendrocyte_Tnr_Opalin.10_4
FC.Polydendrocyte_Tnr_Bmp4-_...      COVAR   14974    -0.011065    -0.030807    0.0072042      0.93772 FC.Polydendrocyte_Tnr_Bmp4-_Ptgds.10_5
FC.Polydendrocyte_Tnr_Bmp4-G...      COVAR   14974     0.001646    0.0046688    0.0071103      0.40847 FC.Polydendrocyte_Tnr_Bmp4-Gpr17.10_6
FC.Microglia_C1qb_Tmem119.11...      COVAR   14974   -0.0034568   -0.0091024    0.0070187      0.68882 FC.Microglia_C1qb_Tmem119.11_1
FC.Neuron_Slc17a6_Reln.11_2          COVAR   14974   -0.0095961    -0.030591    0.0042193      0.98852 FC.Neuron_Slc17a6_Reln.11_2
FC.Macrophage_C1qb_Mrc1.11_3         COVAR   14974    -0.003612    -0.010107    0.0052279      0.75518 FC.Macrophage_C1qb_Mrc1.11_3
FC.Microglia_C1qb_Tmem119-Fo...      COVAR   14974   -0.0062249    -0.019674    0.0033713      0.96757 FC.Microglia_C1qb_Tmem119-Fos.11_4
FC.Endothelial_Stalk_Flt1_Gk...      COVAR   14974    -0.015369    -0.040953    0.0065715      0.99032 FC.Endothelial_Stalk_Flt1_Gkn3.12_1
FC.Endothelial_Stalk_Flt1_Mg...      COVAR   14974   -0.0030303   -0.0086224    0.0051096      0.72342 FC.Endothelial_Stalk_Flt1_Mgp.12_2
FC.Endothelial_Stalk_Flt1_Ca...      COVAR   14974    -0.013597    -0.036412     0.006628      0.97988 FC.Endothelial_Stalk_Flt1_Car4.12_3
FC.Endothelial_Stalk_Flt1_Cf...      COVAR   14974    -0.012102    -0.032575     0.006365      0.97136 FC.Endothelial_Stalk_Flt1_Cfh.12_4
FC.Endothelial_Stalk_Flt1_Lr...      COVAR   14974   -0.0068298    -0.020594    0.0043096      0.94348 FC.Endothelial_Stalk_Flt1_Lrg1.12_5
FC.Mural_Rgs5Acta2_Cnn1.13_1         COVAR   14974     -0.01318    -0.035201    0.0062819      0.98204 FC.Mural_Rgs5Acta2_Cnn1.13_1
FC.Mural_Rgs5Acta2_Ccnd1.13_2        COVAR   14974    -0.014342    -0.038469     0.006347      0.98807 FC.Mural_Rgs5Acta2_Ccnd1.13_2
FC.Mural_Rgs5Acta2_Abcc9.13_3        COVAR   14974    -0.016787    -0.047617      0.00576      0.99822 FC.Mural_Rgs5Acta2_Abcc9.13_3
FC.Mural_Rgs5Acta2_Col3a1.13...      COVAR   14974    -0.014261    -0.042114    0.0046449      0.99893 FC.Mural_Rgs5Acta2_Col3a1.13_4
FC.Endothelial_Tip_Dcn_15000...      COVAR   14974    -0.012178    -0.034337    0.0054842       0.9868 FC.Endothelial_Tip_Dcn_1500015O10Rik.14_1
FC.Endothelial_Tip_Dcn_Dapl1...      COVAR   14974    -0.011449     -0.03231    0.0051774      0.98649 FC.Endothelial_Tip_Dcn_Dapl1.14_2
FC.Endothelial_Tip_Dcn_Coch....      COVAR   14974   -0.0090517    -0.026185     0.004877      0.96826 FC.Endothelial_Tip_Dcn_Coch.14_3
FC.Endothelial_Tip_Dcn_Col15...      COVAR   14974    -0.016079    -0.044192    0.0060993       0.9958 FC.Endothelial_Tip_Dcn_Col15a1.14_4
FC.Endothelial_Tip_Dcn_Inmt....      COVAR   14974   -0.0077151    -0.023825    0.0039191      0.97549 FC.Endothelial_Tip_Dcn_Inmt.14_5
FC.Neuron_Gad1Gad2_Sst-Chodl...      COVAR   14974    0.0075238      0.02141    0.0070759      0.14383 FC.Neuron_Gad1Gad2_Sst-Chodl.2_1
FC.Neuron_Gad1Gad2-Th_Nr4a2....      COVAR   14974     0.011778     0.032876    0.0083402     0.078962 FC.Neuron_Gad1Gad2-Th_Nr4a2.2_10
FC.Neuron_Gad1Gad2_Sst-Pdyn....      COVAR   14974    0.0086364     0.023806     0.008816      0.16364 FC.Neuron_Gad1Gad2_Sst-Pdyn.2_2
FC.Neuron_Gad1Gad2_Sst-Calb2...      COVAR   14974     0.015357     0.043313    0.0083443      0.03286 FC.Neuron_Gad1Gad2_Sst-Calb2.2_3
FC.Neuron_Gad1Gad2_Sst-Crh.2...      COVAR   14974     0.010917     0.030177    0.0091092      0.11539 FC.Neuron_Gad1Gad2_Sst-Crh.2_4
FC.Neuron_Gad1Gad2_Sst-Nr2f2...      COVAR   14974     0.014793     0.041189    0.0087657      0.04575 FC.Neuron_Gad1Gad2_Sst-Nr2f2.2_5
FC.Neuron_Gad1Gad2_Pvalb-Unc...      COVAR   14974     0.015069     0.043322    0.0071821     0.017958 FC.Neuron_Gad1Gad2_Pvalb-Unc5b.2_6
FC.Neuron_Gad1Gad2_Pvalb.2_7         COVAR   14974     0.028521     0.078279    0.0094584    0.0012853 FC.Neuron_Gad1Gad2_Pvalb.2_7
FC.Neuron_Gad1Gad2_Pvalb-Nef...      COVAR   14974     0.020282     0.055591    0.0089023     0.011361 FC.Neuron_Gad1Gad2_Pvalb-Nefm.2_8
FC.Neuron_Gad1Gad2_Pvalb-Nec...      COVAR   14974     0.022256     0.060761    0.0095059    0.0096162 FC.Neuron_Gad1Gad2_Pvalb-Necab1.2_9
FC.Neuron_Slc17a7_Syt6-Sema5...      COVAR   14974     0.016127     0.044265    0.0098481     0.050771 FC.Neuron_Slc17a7_Syt6-Sema5a.3_1
FC.Neuron_Slc17a7-Slc17a8_Sy...      COVAR   14974     0.024018     0.066803    0.0092266     0.004624 FC.Neuron_Slc17a7-Slc17a8_Syt6-Cplx3.3_10
FC.Neuron_Slc17a7_Syt6-Bdnf....      COVAR   14974    0.0080555     0.023331    0.0072879      0.13452 FC.Neuron_Slc17a7_Syt6-Bdnf.3_11
FC.Neuron_Slc17a7_Syt6-Kit.3...      COVAR   14974     0.013927     0.038519    0.0099171     0.080126 FC.Neuron_Slc17a7_Syt6-Kit.3_12
FC.Neuron_Slc17a7_Syt6-Fos.3...      COVAR   14974     0.010087     0.028144    0.0093788      0.14108 FC.Neuron_Slc17a7_Syt6-Fos.3_13
FC.Neuron_Slc17a7_Syt6-Etv1....      COVAR   14974    0.0083879      0.02367    0.0088676      0.17211 FC.Neuron_Slc17a7_Syt6-Etv1.3_2
FC.Neuron_Slc17a7_Syt6-Efna5...      COVAR   14974     0.013252     0.036375    0.0098203     0.088612 FC.Neuron_Slc17a7_Syt6-Efna5.3_3
FC.Neuron_Slc17a7_Syt6-Cyp26...      COVAR   14974     0.018073     0.049824    0.0096751     0.030893 FC.Neuron_Slc17a7_Syt6-Cyp26b1.3_4
FC.Neuron_Slc17a7_Syt6-Slc30...      COVAR   14974     0.019532     0.053799    0.0092882     0.017746 FC.Neuron_Slc17a7_Syt6-Slc30a3.3_5
FC.Neuron_Slc17a7_Syt6-Slc24...      COVAR   14974     0.017031     0.047549    0.0073901     0.010601 FC.Neuron_Slc17a7_Syt6-Slc24a2.3_6
FC.Neuron_Slc17a7_Syt6-Lypd1...      COVAR   14974     0.014307     0.039363    0.0098012     0.072193 FC.Neuron_Slc17a7_Syt6-Lypd1.3_7
FC.NeuronSlc17a7-Slc17a6_Syt...      COVAR   14974    0.0095941      0.02652    0.0099669      0.16788 FC.NeuronSlc17a7-Slc17a6_Syt6-Nnat.3_8
FC.Neuron_Slc17a7_Syt6-Sema3...      COVAR   14974     0.010211     0.028216    0.0096935      0.14609 FC.Neuron_Slc17a7_Syt6-Sema3c.3_9
FC.Neuron_Slc17a6-Slc17a7-Sl...      COVAR   14974     0.016097     0.044224     0.010418     0.061166 FC.Neuron_Slc17a6-Slc17a7-Slc17a8_Fezf2_Slc17a8.4_1
FC.Neuron_Slc17a6-Slc17a7_Fe...      COVAR   14974     0.007877     0.022402    0.0080074      0.16264 FC.Neuron_Slc17a6-Slc17a7_Fezf2_3110035E14Rik.4_2
FC.Neuron_Slc17a6-Slc17a7_Nr...      COVAR   14974     0.013168     0.036035    0.0097135     0.087617 FC.Neuron_Slc17a6-Slc17a7_Nr4a2.5_1
FC.Neuron_Slc17a7_Nptxr-Calb...      COVAR   14974     0.016793     0.045651    0.0097467     0.042463 FC.Neuron_Slc17a7_Nptxr-Calb1.6_1
FC.Neuron_Slc17a7_Nptxr-Ndst...      COVAR   14974    0.0082941     0.022876     0.009503       0.1914 FC.Neuron_Slc17a7_Nptxr-Ndst4.6_2
FC.Neuron_Slc17a7-Slc17a6_Np...      COVAR   14974     0.020671     0.056305     0.009982     0.019196 FC.Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3
FC.Neuron_Slc17a7_Nptxr-Dept...      COVAR   14974     0.015503     0.042233     0.010155     0.063446 FC.Neuron_Slc17a7_Nptxr-Deptor.6_4
FC.Neuron_Slc17a7_Nptxr-Fos....      COVAR   14974     0.010234     0.028216    0.0094093      0.13837 FC.Neuron_Slc17a7_Nptxr-Fos.6_5
FC.Neuron_Slc17a7_Nptxr-Drd1...      COVAR   14974    0.0047295       0.0148    0.0033461     0.078778 FC.Neuron_Slc17a7_Nptxr-Drd1.6_6
FC.Neuron_Slc17a7_Parm1_Ndnf...      COVAR   14974     0.020169     0.055798    0.0092175     0.014338 FC.Neuron_Slc17a7_Parm1_Ndnf.7_1
FC.Neuron_Slc17a7_Parm1_Nnat...      COVAR   14974     0.024191     0.067421    0.0091052    0.0039476 FC.Neuron_Slc17a7_Parm1_Nnat.7_2
FC.Neuron_Slc17a7_Parm1_Lsam...      COVAR   14974     0.024201     0.066146    0.0098099    0.0068175 FC.Neuron_Slc17a7_Parm1_Lsamp.7_3
FC.Neuron_Slc17a7_Parm1_Fos....      COVAR   14974   0.00021918   0.00067324    0.0051548      0.48304 FC.Neuron_Slc17a7_Parm1_Fos.7_4
FC.Neuron_Slc17a7_Parm1_Cadm...      COVAR   14974     0.014408     0.040147    0.0069244     0.018736 FC.Neuron_Slc17a7_Parm1_Cadm2.7_5
FC.Neuron_Slc17a7_Parm1_Nefm...      COVAR   14974     0.021521     0.058654    0.0098259     0.014263 FC.Neuron_Slc17a7_Parm1_Nefm.7_6
FC.Neuron_Slc17a7_Parm1_Tshz...      COVAR   14974     0.015655     0.043602    0.0085772     0.033999 FC.Neuron_Slc17a7_Parm1_Tshz2.7_7
FC.Astrocyte_Gja1.8_1                COVAR   14974   -0.0026014    -0.006728    0.0079208       0.6287 FC.Astrocyte_Gja1.8_1
FC.Astrocyte_Gja1_Myoc.8_2           COVAR   14974   -0.0041062    -0.010675    0.0075455      0.70684 FC.Astrocyte_Gja1_Myoc.8_2
FC.Oligodendrocyte_Tnf_Igsf8...2     COVAR   14974   0.00070666    0.0018603    0.0077666      0.46375 FC.Oligodendrocyte_Tnf_Igsf8.9_1
FC.Oligodendrocyte_Tnf_Igsf8...1     COVAR   14974   -0.0010899   -0.0030087    0.0062407      0.56932 FC.Oligodendrocyte_Tnf_Igsf8-Ctps.9_2
FC.Oligodendrocyte_Tnf_Kif5b...      COVAR   14974   0.00031022   0.00081916    0.0080354       0.4846 FC.Oligodendrocyte_Tnf_Kif5b.9_3
FC.Oligodendrocyte_Tnf_Ptgds...      COVAR   14974    0.0015028    0.0039257    0.0084973      0.42981 FC.Oligodendrocyte_Tnf_Ptgds.9_4
FC.Oligodendrocyte_Tnf_Klk6....      COVAR   14974    0.0012094    0.0032181    0.0077212      0.43777 FC.Oligodendrocyte_Tnf_Klk6.9_5
PC.Neuron_Slc17a7_Syt6-Cplx3...      COVAR   14974     0.022823     0.064012     0.008987    0.0055552 PC.Neuron_Slc17a7_Syt6-Cplx3.1_1
PC.Neuron_Slc17a7-Slc17a8_Sy...      COVAR   14974     0.010456     0.031117    0.0062403     0.046925 PC.Neuron_Slc17a7-Slc17a8_Syt6-Lancl3.1_2
PC.Neuron_Slc17a7_Syt6-Tshz2...      COVAR   14974    0.0076218      0.02124    0.0096467      0.21474 PC.Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3
PC.Neuron_Slc17a7_Syt6-Sla.1...      COVAR   14974     0.015783      0.04375     0.010101     0.059086 PC.Neuron_Slc17a7_Syt6-Sla.1_4
PC.Neuron_Slc17a7_Syt6-Nnat....      COVAR   14974    0.0061805     0.017571    0.0085184      0.23407 PC.Neuron_Slc17a7_Syt6-Nnat.1_5
PC.Neuron_Slc17a7_Syt6-Slc24...      COVAR   14974     0.018748     0.054279    0.0064473    0.0018224 PC.Neuron_Slc17a7_Syt6-Slc24a2.1_6
PC.Neuron_Slc17a7_Syt6-Tox.1...      COVAR   14974     0.015066     0.042118    0.0097199     0.060578 PC.Neuron_Slc17a7_Syt6-Tox.1_7
PC.Neuron_Slc17a7_Syt6-Nefm....      COVAR   14974      0.01896     0.052554    0.0098573     0.027223 PC.Neuron_Slc17a7_Syt6-Nefm.1_8
PC.Neuron_Slc17a7_Syt6-Fos.1...      COVAR   14974     0.016031     0.044812    0.0094435     0.044805 PC.Neuron_Slc17a7_Syt6-Fos.1_9
PC.Polydendrocyte_Tnr_Cspg5....      COVAR   14974    0.0077179     0.021338    0.0078838      0.16381 PC.Polydendrocyte_Tnr_Cspg5.10_1
PC.Polydendrocyte_Tnr_Dlx1.1...      COVAR   14974    -0.010712     -0.03223    0.0048169      0.98691 PC.Polydendrocyte_Tnr_Dlx1.10_2
PC.Polydendrocyte_Tnr_Tmsb4x...      COVAR   14974   -0.0082781    -0.023388    0.0070892      0.87853 PC.Polydendrocyte_Tnr_Tmsb4x.10_3
PC.Polydendrocyte_Tnr_Lims2-...      COVAR   14974   0.00036019    0.0010736    0.0058538      0.47547 PC.Polydendrocyte_Tnr_Lims2-Tmsb4x.10_4
PC.Microglia_C1qb_Tmem119.11...      COVAR   14974     0.010326     0.027683    0.0069822     0.069596 PC.Microglia_C1qb_Tmem119.11_1
PC.Macrophage_C1qb_Mrc1.11_2         COVAR   14974   -0.0034348   -0.0098738     0.005086      0.75027 PC.Macrophage_C1qb_Mrc1.11_2
PC.Microglia_C1qb_Tmem119-Fo...      COVAR   14974   -0.0040581    -0.012308     0.003213       0.8967 PC.Microglia_C1qb_Tmem119-Fos.11_3
PC.Microglia_C1qb_Tmem119-Ju...      COVAR   14974  -0.00037246   -0.0010438    0.0032903      0.54506 PC.Microglia_C1qb_Tmem119-Junb.11_4
PC.Endothelial_Stalk_Flt1_Ca...      COVAR   14974    -0.015804    -0.043333    0.0062513      0.99426 PC.Endothelial_Stalk_Flt1_Car4.12_1
PC.Endothelial_Stalk_Flt1_Vw...      COVAR   14974    -0.009736    -0.026874     0.005867      0.95148 PC.Endothelial_Stalk_Flt1_Vwf.12_2
PC.Endothelial_Stalk_Flt1_Gm...      COVAR   14974     -0.01305    -0.035304    0.0063842      0.97952 PC.Endothelial_Stalk_Flt1_Gm9946.12_3
PC.Endothelial_Stalk_Flt1_Gk...      COVAR   14974   -0.0093128    -0.025974     0.005621      0.95121 PC.Endothelial_Stalk_Flt1_Gkn3.12_4
PC.Mural_Acta2Rgs5_Acta2.13_1        COVAR   14974   -0.0074114     -0.02037    0.0058574      0.89711 PC.Mural_Acta2Rgs5_Acta2.13_1
PC.Mural_Acta2Rgs5_Fos.13_2          COVAR   14974   -0.0077315     -0.02387    0.0036032      0.98404 PC.Mural_Acta2Rgs5_Fos.13_2
PC.Mural_Acta2Rgs5Rgs5.13_3          COVAR   14974   -0.0098595    -0.027639    0.0056096      0.96058 PC.Mural_Acta2Rgs5Rgs5.13_3
PC.Mural_Acta2Rgs5_Kcnj8-Abc...      COVAR   14974    -0.010739    -0.032785    0.0044017      0.99265 PC.Mural_Acta2Rgs5_Kcnj8-Abcc9.13_4
PC.Mural_Acta2Rgs5_Abcc9.13_5        COVAR   14974   -0.0077634    -0.024456    0.0038019      0.97942 PC.Mural_Acta2Rgs5_Abcc9.13_5
PC.Endothelial_Tip_Dcn_Mgp-P...      COVAR   14974   -0.0082365    -0.022454     0.006363      0.90223 PC.Endothelial_Tip_Dcn_Mgp-Penk.14_1
PC.Endothelial_Tip_Dcn_Mgp-C...      COVAR   14974   -0.0085975     -0.02422    0.0054607       0.9423 PC.Endothelial_Tip_Dcn_Mgp-Clu.14_2
PC.Endothelial_Tip_Dcn_Nnat....      COVAR   14974   -0.0079201    -0.022187    0.0049059      0.94677 PC.Endothelial_Tip_Dcn_Nnat.14_3
PC.Endothelial_Tip_Dcn_Coch....      COVAR   14974   -0.0059771      -0.0166    0.0055105      0.86096 PC.Endothelial_Tip_Dcn_Coch.14_4
PC.Endothelial_Tip_Dcn_Inmt....      COVAR   14974   -0.0073022    -0.022013    0.0042297      0.95785 PC.Endothelial_Tip_Dcn_Inmt.14_5
PC.Neuron_Sc17a7_Calb1-Ddit4...      COVAR   14974     0.024183     0.066248    0.0095646    0.0057349 PC.Neuron_Sc17a7_Calb1-Ddit4l.2_1
PC.Neuron_Slc17a7-Slc17a6_Ro...      COVAR   14974     0.022104     0.061047    0.0097196     0.011485 PC.Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10
PC.Neuron_Sc17a7_Rorb-Gpr83....      COVAR   14974     0.021025     0.057886    0.0099966     0.017733 PC.Neuron_Sc17a7_Rorb-Gpr83.2_11
PC.Neuron_Sc17a7_Fermt1.2_12         COVAR   14974     0.010718     0.029531    0.0096687      0.13382 PC.Neuron_Sc17a7_Fermt1.2_12
PC.Neuron_Slc17a7-Slc17a6_Ca...      COVAR   14974     0.024737     0.068124     0.010276     0.008042 PC.Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13
PC.Neuron_Slc17a7-Slc17a6_Ts...7     COVAR   14974     0.019979     0.055066     0.010229     0.025416 PC.Neuron_Slc17a7-Slc17a6_Tshz2.2_14
PC.Neuron_Sc17a7_Oprk1.2_15          COVAR   14974     0.019579     0.054626    0.0084829     0.010504 PC.Neuron_Sc17a7_Oprk1.2_15
PC.Neuron_Sc17a7_Crym.2_16           COVAR   14974     0.015529     0.042494     0.009763     0.055865 PC.Neuron_Sc17a7_Crym.2_16
PC.Neuron_Sc17a7_Sema3e-Nnat...      COVAR   14974     0.020898     0.057587     0.010163     0.019884 PC.Neuron_Sc17a7_Sema3e-Nnat.2_17
PC.Neuron_Sc17a7_Sema3e-Onec...      COVAR   14974     0.019437     0.053694    0.0096078     0.021542 PC.Neuron_Sc17a7_Sema3e-Onecut2.2_18
PC.Neuron_Sc17a7_Calb1-Tshz2...      COVAR   14974     0.016714       0.0462    0.0099272      0.04613 PC.Neuron_Sc17a7_Calb1-Tshz2.2_2
PC.Neuron_Sc17a7_Tshz2-Smoc1...      COVAR   14974      0.02113       0.0592    0.0088976     0.008786 PC.Neuron_Sc17a7_Tshz2-Smoc1.2_3
PC.Neuron_Sc17a7_Calb1-Fos.2...      COVAR   14974      0.01621     0.044737    0.0090388     0.036463 PC.Neuron_Sc17a7_Calb1-Fos.2_4
PC.Neuron_Sc17a7_Calb1-Lpl.2...      COVAR   14974     0.024075     0.065872    0.0097131    0.0066004 PC.Neuron_Sc17a7_Calb1-Lpl.2_5
PC.Neuron_Sc17a7_Calb1-Otof....      COVAR   14974      0.02366     0.064707     0.009653     0.007127 PC.Neuron_Sc17a7_Calb1-Otof.2_6
PC.Neuron_Sc17a7_Calb1-Lpl-P...      COVAR   14974     0.019644     0.054065    0.0091123     0.015558 PC.Neuron_Sc17a7_Calb1-Lpl-Penk.2_7
PC.Neuron_Sc17a7_Calb1-Lpl-C...      COVAR   14974     0.015282     0.043637    0.0065731     0.010043 PC.Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8
PC.Neuron_Sc17a7_Rorb-BC0069...      COVAR   14974     0.025654     0.070861    0.0097703    0.0043284 PC.Neuron_Sc17a7_Rorb-BC006965.2_9
PC.Neuron_Slc17a7_Bcl6-Cbln1...      COVAR   14974     0.024402      0.06787    0.0090613    0.0035452 PC.Neuron_Slc17a7_Bcl6-Cbln1.3_1
PC.Neuron_Slc17a7_Bcl6-Npnt....      COVAR   14974     0.026545      0.07415    0.0090729    0.0017207 PC.Neuron_Slc17a7_Bcl6-Npnt.3_10
PC.Neuron_Slc17a7_Bcl6-Dditl...      COVAR   14974     0.018559      0.05205    0.0090894     0.020594 PC.Neuron_Slc17a7_Bcl6-Dditl.3_2
PC.Neuron_Slc17a7_Bcl6-C1ql2...      COVAR   14974     0.027446     0.076241    0.0093235    0.0016237 PC.Neuron_Slc17a7_Bcl6-C1ql2.3_3
