# TOTAL_GENES = 14058
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                              TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Marrow.basophil                      COVAR   14058    -0.019717    -0.041525    0.0084372      0.99027 Marrow.basophil
Marrow.common_lymphoid_proge...      COVAR   14058   -0.0091113    -0.021839    0.0069741      0.90429 Marrow.common_lymphoid_progenitor
Marrow.granulocyte                   COVAR   14058    -0.012355    -0.016569    0.0095433      0.90226 Marrow.granulocyte
Marrow.granulocyte_monocyte_...      COVAR   14058    5.627e-05   0.00013688    0.0073604      0.49695 Marrow.granulocyte_monocyte_progenitor_cell
Marrow.hematopoietic_precurs...      COVAR   14058    -0.027302    -0.054592     0.010585      0.99504 Marrow.hematopoietic_precursor_cell
Marrow.immature_B_cell               COVAR   14058   -0.0064788     -0.01023     0.011979      0.70568 Marrow.immature_B_cell
Marrow.immature_natural_kill...      COVAR   14058    -0.032413    -0.052055     0.011109      0.99823 Marrow.immature_natural_killer_cell
Marrow.immature_NK_T_cell            COVAR   14058    -0.025736    -0.047417     0.010001      0.99496 Marrow.immature_NK_T_cell
Marrow.immature_T_cell               COVAR   14058    -0.034643    -0.054671       0.0113      0.99891 Marrow.immature_T_cell
Marrow.late_pro.B_cell               COVAR   14058   -0.0050947       -0.011    0.0076424      0.74749 Marrow.late_pro.B_cell
Marrow.macrophage                    COVAR   14058    0.0060617     0.010781     0.009936      0.27091 Marrow.macrophage
Marrow.mature_natural_killer...      COVAR   14058     -0.02517    -0.047628    0.0098416      0.99472 Marrow.mature_natural_killer_cell
Marrow.megakaryocyte.erythro...      COVAR   14058   -0.0078967    -0.018379    0.0073331      0.85922 Marrow.megakaryocyte.erythroid_progenitor_cell
Marrow.monocyte                      COVAR   14058    0.0027712    0.0051604     0.011041      0.40091 Marrow.monocyte
Marrow.naive_B_cell                  COVAR   14058    -0.010977    -0.014208     0.013721      0.78815 Marrow.naive_B_cell
Marrow.pre.natural_killer_ce...      COVAR   14058   -0.0023236   -0.0057422    0.0066722      0.63617 Marrow.pre.natural_killer_cell
Marrow.pro.B_cell                    COVAR   14058   -0.0043957   -0.0061253     0.011723      0.64616 Marrow.pro.B_cell
Marrow.regulatory_T_cell             COVAR   14058    -0.034833    -0.051976     0.011945      0.99822 Marrow.regulatory_T_cell
Marrow.Slamf1.negative_multi...      COVAR   14058    -0.019804    -0.040308    0.0097492      0.97888 Marrow.Slamf1.negative_multipotent_progenitor_cell
Marrow.Slamf1.positive_multi...      COVAR   14058   -0.0088611    -0.021715    0.0066694        0.908 Marrow.Slamf1.positive_multipotent_progenitor_cell
Pancreas.endothelial_cell            COVAR   14058   -0.0010394   -0.0018112    0.0093587      0.54422 Pancreas.endothelial_cell
Pancreas.leukocyte                   COVAR   14058     0.025795     0.043306     0.012577     0.020145 Pancreas.leukocyte
Pancreas.pancreatic_A_cell           COVAR   14058     0.027942     0.052638    0.0082625   0.00036111 Pancreas.pancreatic_A_cell
Pancreas.pancreatic_acinar_c...      COVAR   14058     0.032538     0.025342     0.014626     0.013058 Pancreas.pancreatic_acinar_cell
Pancreas.pancreatic_D_cell           COVAR   14058     0.025551     0.049653     0.007714   0.00046398 Pancreas.pancreatic_D_cell
Pancreas.pancreatic_ductal_c...      COVAR   14058       0.0144     0.026847    0.0088916     0.052679 Pancreas.pancreatic_ductal_cell
Pancreas.pancreatic_PP_cell          COVAR   14058      0.02607     0.051583    0.0076571   0.00033214 Pancreas.pancreatic_PP_cell
Pancreas.pancreatic_stellate...      COVAR   14058   -0.0059863    -0.010515    0.0092429      0.74139 Pancreas.pancreatic_stellate_cell
Pancreas.type_B_pancreatic_c...      COVAR   14058     0.027853     0.059615    0.0066395   1.3728e-05 Pancreas.type_B_pancreatic_cell
Skin.basal_cell_of_epidermis         COVAR   14058     0.011021     0.021482    0.0091167      0.11337 Skin.basal_cell_of_epidermis
Skin.epidermal_cell                  COVAR   14058     0.014876     0.031455    0.0079999      0.03149 Skin.epidermal_cell
Skin.keratinocyte_stem_cell          COVAR   14058  -0.00046896    -0.000811      0.01024      0.51826 Skin.keratinocyte_stem_cell
Skin.leukocyte                       COVAR   14058     0.032667      0.06546     0.011387    0.0020636 Skin.leukocyte
Skin.stem_cell_of_epidermis          COVAR   14058     0.010081     0.023348    0.0069631     0.073849 Skin.stem_cell_of_epidermis
Spleen.B_cell                        COVAR   14058     -0.01526    -0.018678     0.015054      0.84463 Spleen.B_cell
Spleen.macrophage                    COVAR   14058    -0.031911    -0.044655     0.012313      0.99522 Spleen.macrophage
Spleen.T_cell                        COVAR   14058    -0.045231    -0.060111     0.013899      0.99943 Spleen.T_cell
Thymus.DN1_thymic_pro.T_cell         COVAR   14058    -0.035858     -0.05567     0.011127      0.99936 Thymus.DN1_thymic_pro.T_cell
Thymus.immature_T_cell               COVAR   14058    -0.039695    -0.051178     0.014154      0.99748 Thymus.immature_T_cell
Thymus.professional_antigen_...      COVAR   14058    -0.036885    -0.049906     0.018992      0.97393 Thymus.professional_antigen_presenting_cell
Tongue.basal_cell_of_epiderm...      COVAR   14058    0.0061869     0.013524    0.0081986      0.22524 Tongue.basal_cell_of_epidermis
Tongue.keratinocyte                  COVAR   14058     0.015644     0.036106     0.006886     0.011556 Tongue.keratinocyte
Trachea.blood_cell                   COVAR   14058     0.003293    0.0056744     0.014155      0.40803 Trachea.blood_cell
Trachea.endothelial_cell             COVAR   14058    0.0007452    0.0012899    0.0092404      0.46786 Trachea.endothelial_cell
Trachea.epithelial_cell              COVAR   14058     0.021047     0.025034     0.019573      0.14114 Trachea.epithelial_cell
Trachea.mesenchymal_cell             COVAR   14058   -0.0036029   -0.0068435     0.009405      0.64917 Trachea.mesenchymal_cell
