# MEAN_SAMPLE_SIZE = 34475
# TOTAL_GENES = 14917
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Sst_C1ql3             COVAR   14917    -0.013238    -0.030864     0.013417      0.83809
Sst_Chodl             COVAR   14917   -0.0082616    -0.018425      0.01278      0.74099
Sst_Crygs_1           COVAR   14917   -0.0063784    -0.014861     0.014814       0.6666
Sst_Crygs_2           COVAR   14917   -0.0016288   -0.0038187     0.014308      0.54532
Sst_Crygs_3           COVAR   14917    -0.015884    -0.037143        0.013      0.88911
Sst_Mrap2_1           COVAR   14917    -0.020936    -0.049233     0.012775      0.94937
Sst_Mrap2_2           COVAR   14917    -0.009059    -0.020593      0.01803      0.69231
Sst_Mrap2_3           COVAR   14917    -0.026602    -0.059764     0.016546      0.94605
Sst_Myh8_1            COVAR   14917    -0.005653    -0.013156     0.013795      0.65901
Sst_Myh8_2            COVAR   14917   -0.0070257    -0.015938     0.014033      0.69169
Sst_Myh8_3            COVAR   14917   -0.0037548   -0.0082258     0.015128      0.59801
Sst_Myh8_4            COVAR   14917    -0.016596     -0.03632     0.016254      0.84637
Sst_Myh8_5            COVAR   14917    -0.016705    -0.036869     0.011177      0.93247
Sst_Syndig1l_1        COVAR   14917   9.6274e-05   0.00022084     0.010265      0.49626
Sst_Syndig1l_2        COVAR   14917   -0.0035279   -0.0081774     0.012834       0.6083
Sst_Th                COVAR   14917    -0.010621     -0.02455     0.010787       0.8376
Vip_Cd34_1            COVAR   14917   -0.0025901   -0.0056947     0.013912      0.57385
Vip_Cd34_2            COVAR   14917    0.0026122    0.0063632     0.008817      0.38351
Vip_Chat_1            COVAR   14917   -0.0014686   -0.0030224     0.015224      0.53842
Vip_Chat_2            COVAR   14917     0.013775     0.029423     0.013526      0.15425
Vip_Chat_3            COVAR   14917    0.0032468    0.0067669     0.013869      0.40745
Vip_Chat_4            COVAR   14917   -0.0022112   -0.0045014     0.011153      0.57858
Vip_Gpc3_1            COVAR   14917   -0.0032229   -0.0073563    0.0066606      0.68576
Vip_Gpc3_2            COVAR   14917    0.0053662     0.011602     0.015701      0.36627
Vip_Gpc3_3            COVAR   14917    -0.009984    -0.022081     0.014463        0.755
Vip_Krt12             COVAR   14917    0.0061834     0.013232     0.016814      0.35653
Vip_Lect1             COVAR   14917    0.0011822    0.0024046        0.012      0.46076
Vip_Mybpc1_1          COVAR   14917    0.0087471     0.018188     0.014972      0.27954
Vip_Mybpc1_2          COVAR   14917   -0.0099712    -0.022519     0.011757      0.80181
Vip_Prss12_1          COVAR   14917     0.001432    0.0030886     0.011779      0.45162
Vip_Prss12_2          COVAR   14917      0.01068     0.022731     0.012491      0.19628
Vip_Sfrp2_1           COVAR   14917    0.0050701     0.010607      0.01555      0.37219
Vip_Sfrp2_2           COVAR   14917   -0.0011701   -0.0025612     0.015932      0.52927
Vip_Sncg_Slc17a8      COVAR   14917     0.007261     0.018167    0.0090363      0.21084
Vip_Sncg_1            COVAR   14917     0.003829    0.0097182    0.0082821      0.32193
Vip_Sncg_2            COVAR   14917    0.0023703    0.0051818     0.013781      0.43172
Vip_Sncg_3            COVAR   14917    0.0082962     0.020086     0.010142      0.20669
