Index PThresh FE EmpPval NAnnotThesh NAnnot NThresh N Annotation Celltype Tissue Type Category
4 0.0001 6.72495 -1 107 3266 679 139377 blueprint_mono_psi_fdr0.05 mono psiQTL blueprint1 blueprint
4 1e-05 7.34661 0 68 3266 395 139377 blueprint_mono_psi_fdr0.05 mono psiQTL blueprint1 blueprint
4 1e-06 8.22466 0 53 3266 275 139377 blueprint_mono_psi_fdr0.05 mono psiQTL blueprint1 blueprint
4 1e-07 8.35905 0 38 3266 194 139377 blueprint_mono_psi_fdr0.05 mono psiQTL blueprint1 blueprint
4 1e-08 8.77716 0 29 3266 141 139377 blueprint_mono_psi_fdr0.05 mono psiQTL blueprint1 blueprint
5 0.1 1.60974 -1 4241 13425 27352 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 0.01 2.52263 -1 1212 13425 4988 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 0.001 3.47689 -1 499 13425 1490 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 0.0001 3.96011 -1 259 13425 679 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-05 3.88993 0 148 13425 395 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-06 4.11501 0 109 13425 275 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-07 3.96011 0 74 13425 194 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-08 4.19694 0 57 13425 141 139377 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.1 1.53685 -1 5921 19632 27352 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.01 2.24883 -1 1580 19632 4988 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.001 2.8255 -1 593 19632 1490 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.0001 3.26221 -1 312 19632 679 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-05 3.19926 0 178 19632 395 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-06 3.14959 0 122 19632 275 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-07 3.074 0.000108192 84 19632 194 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-08 3.17211 0.00032684 63 19632 141 139377 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
7 0.1 1.63704 -1 4027 12535 27352 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.01 2.71288 -1 1217 12535 4988 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.001 3.76107 -1 504 12535 1490 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.0001 4.43779 -1 271 12535 679 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-05 4.56021 0 162 12535 395 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-06 4.69021 0 116 12535 275 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-07 4.69979 0 82 12535 194 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-08 4.65264 0 59 12535 141 139377 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
8 0.1 1.41196 -1 11543 41658 27352 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.01 1.87745 -1 2799 41658 4988 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.001 2.3263 -1 1036 41658 1490 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.0001 2.50315 -1 508 41658 679 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-05 2.54107 0 300 41658 395 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-06 2.5671 0 211 41658 275 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-07 2.55242 0 148 41658 194 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-08 2.5627 0 108 41658 141 139377 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
9 0.1 1.82392 -1 936 2615 27352 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.01 3.68648 -1 345 2615 4988 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.001 5.43722 -1 152 2615 1490 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.0001 6.5152 -1 83 2615 679 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-05 7.01658 0 52 2615 395 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-06 7.36496 0 38 2615 275 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-07 7.69265 0 28 2615 194 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-08 8.69417 0 23 2615 141 139377 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
10 0.1 1.6586 -1 3583 11008 27352 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.01 2.74399 -1 1081 11008 4988 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.001 3.83242 -1 451 11008 1490 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.0001 4.47532 -1 240 11008 679 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-05 4.74403 0 148 11008 395 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-06 5.06457 0 110 11008 275 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-07 5.28647 0 81 11008 194 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-08 5.38784 0 60 11008 141 139377 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.1 1.68048 -1 2758 8363 27352 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.01 2.83 -1 847 8363 4988 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.001 4.08259 -1 365 8363 1490 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.0001 5.08077 -1 207 8363 679 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-05 5.35841 0 127 8363 395 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-06 5.33309 0 88 8363 275 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-07 5.58394 0 65 8363 194 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-08 5.9099 0 50 8363 141 139377 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
12 0.1 1.68635 -1 3960 11966 27352 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.01 2.76716 -1 1185 11966 4988 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.001 3.90082 -1 499 11966 1490 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.0001 4.64881 -1 271 11966 679 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-05 4.6591 0 158 11966 395 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-06 4.87088 0 115 11966 275 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-07 5.1034 0 85 11966 194 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-08 4.95649 0 60 11966 141 139377 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
13 0.1 1.44211 -1 10064 35561 27352 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.01 1.9864 -1 2528 35561 4988 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.001 2.45421 -1 933 35561 1490 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.0001 2.70143 -1 468 35561 679 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-05 2.72868 0 275 35561 395 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-06 2.69368 0 189 35561 275 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-07 2.687 0 133 35561 194 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-08 2.7519 0 99 35561 141 139377 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
14 0.1 1.75587 -1 1348 3912 27352 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.01 3.27138 -1 458 3912 4988 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.001 4.94967 -1 207 3912 1490 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.0001 5.87679 -1 112 3912 679 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-05 6.31383 0 70 3912 395 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-06 6.73694 0 52 3912 275 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-07 6.61139 0 36 3912 194 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-08 6.56971 0 26 3912 141 139377 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
15 0.1 1.68409 -1 4113 12445 27352 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.01 2.72352 -1 1213 12445 4988 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.001 3.66049 -1 487 12445 1490 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.0001 4.4039 -1 267 12445 679 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-05 4.73495 0 167 12445 395 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-06 4.56123 0 112 12445 275 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-07 4.73378 0 82 12445 194 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-08 4.84515 0 61 12445 141 139377 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
16 0.1 1.66074 -1 4537 13921 27352 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.01 2.74788 -1 1369 13921 4988 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.001 3.81665 -1 568 13921 1490 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.0001 4.51203 -1 306 13921 679 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-05 4.79055 0 189 13921 395 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-06 4.80576 0 132 13921 275 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-07 4.90278 0 95 13921 194 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-08 5.11251 0 72 13921 141 139377 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
17 0.1 1.75107 -1 3246 9446 27352 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.01 2.99067 -1 1011 9446 4988 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.001 4.32751 -1 437 9446 1490 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.0001 4.99806 -1 230 9446 679 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-05 5.08025 0 136 9446 395 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-06 5.3655 0 100 9446 275 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-07 5.24796 0 69 9446 194 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-08 5.23232 0 50 9446 141 139377 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
18 0.1 1.4112 -1 3693 13335 27352 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.01 2.02418 -1 966 13335 4988 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.001 2.84097 -1 405 13335 1490 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.0001 3.3865 -1 220 13335 679 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-05 3.49281 0 132 13335 395 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-06 3.45865 0 91 13335 275 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-07 3.44807 0 64 13335 194 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-08 3.55812 3e-05 48 13335 141 139377 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
19 0.1 -nan -1 0 0 27352 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.01 -nan -1 0 0 4988 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.001 -nan -1 0 0 1490 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.0001 -nan -1 0 0 679 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-05 -nan 1 0 0 395 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-06 -nan 1 0 0 275 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-07 -nan 1 0 0 194 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-08 -nan 1 0 0 141 139377 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
20 0.1 1.41278 -1 3238 11679 27352 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.01 2.13175 -1 891 11679 4988 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.001 2.85134 -1 356 11679 1490 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.0001 3.33941 -1 190 11679 679 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-05 3.44424 0 114 11679 395 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-06 3.5585 0 82 11679 275 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-07 4.06002 0 66 11679 194 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-08 4.23191 0 50 11679 141 139377 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
21 0.1 2.03919 -1 445 1112 27352 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.01 4.34716 -1 173 1112 4988 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.001 6.89785 -1 82 1112 1490 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.0001 8.6759 -1 47 1112 679 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-05 10.7887 0 34 1112 395 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-06 12.306 1e-05 27 1112 275 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-07 13.5676 3e-05 21 1112 194 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-08 14.2229 0.000112017 16 1112 141 139377 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
22 0.1 1.15266 -1 2405 10632 27352 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.01 1.26414 -1 481 10632 4988 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.001 1.33731 -1 152 10632 1490 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.0001 1.39008 -1 72 10632 679 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-05 1.49345 0.544554 45 10632 395 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-06 1.5731 0.485149 33 10632 275 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-07 1.55418 0.534653 23 10632 194 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-08 1.67351 0.455446 18 10632 141 139377 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
23 0.1 1.7942 -1 2814 7992 27352 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.01 2.9334 -1 839 7992 4988 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.001 4.2604 -1 364 7992 1490 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.0001 4.82863 -1 188 7992 679 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-05 5.25394 0 119 7992 395 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-06 5.20016 3e-05 82 7992 275 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-07 5.39368 0.000518027 60 7992 194 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-08 5.81319 0.000612257 47 7992 141 139377 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
24 0.1 1.9789 -1 200 515 27352 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.01 4.34058 -1 80 515 4988 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.001 7.62864 -1 42 515 1490 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.0001 10.363 -1 26 515 679 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-05 13.0179 6e-05 19 515 395 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-06 10.8254 0.0147059 11 515 275 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-07 12.5552 0.0288184 9 515 194 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-08 11.5164 0.0666667 6 515 141 139377 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
