Type_ID,Type,ID,Name,Zscore,Gene,pseudo
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,DAPK1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,USP40,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,DAPK1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,GIGYF2,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,HSP90B1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,ATG7,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,HNF4A,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,P2RX7,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,SDHC,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,CCDC62,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,LMNA,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,PICALM,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,GSTM2,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,ITGAX,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,AKT1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,AMBRA1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,GSTP1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,DAPK1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,DAPK1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,LMNA,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,P2RX7,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,TCHP,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,P2RX7,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,APAF1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,ATG5,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,P2RX7,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,P4HB,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,TCHP,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,TCHP,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,FOXA1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,HSP90B1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ICAM1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,P4HB,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,ITGB1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,IGF2,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,FOXO1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,TFRC,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,P2RX7,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,UBL4B,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,ATP13A2,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,HMOX1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CALB1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,TCHP,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,HSP90B1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,GSTP1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,HMOX1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ICAM1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,PICALM,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,AMBRA1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,FOXA2,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,APEX1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,TLR2,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,FYN,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CALR,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,RB1CC1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,BECN1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,ITGB1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ISL1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,TCHP,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,TLR2,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,LMNA,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CALB2,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CCDC62,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,GSTM1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,XIAP,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,TRPV1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,FYN,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,P4HB,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,TRPV1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,APEX1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,PICALM,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ITGAM,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,APOA1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,EPO,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,P2RX7,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,SYT11,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,SV2A,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,P4HB,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CCDC62,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,TFRC,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,TRPV1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,P4HB,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,PICALM,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,GSTM2,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,TFRC,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,NR4A1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ITGAM,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,FYN,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,NR4A1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,HNF4A,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,TRAF6,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,TFRC,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,APP,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CD47,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,WNT1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,TXNIP,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,PRKAG2,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,FYN,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,DGCR8,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,ITGAX,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,NR4A1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,FYN,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,P4HB,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,TRAF6,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,ITGB1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,FOXA1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,TLR2,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,ITGAX,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,APEX1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,TRAF6,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,XIAP,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ITGAX,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CAPN1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,ERBB2,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,MTOR,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,HIF1A,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,JAK2,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITGAM,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CALB1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,CALR,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,APAF1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CALR,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,FYN,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,P4HB,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,EPO,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,TXNIP,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,TFRC,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,ITGB1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,GSTP1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,LMX1B,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,FYN,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ITGB1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,AR,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,POU3F2,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,WNT3A,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,TRAF6,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,RHOA,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITGB1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CALB2,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,ERBB2,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,GSTM1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,ITK,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,ITGAM,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,GSTP1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,ERBB2,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,ITGB1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ITGB1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CALR,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,FYN,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,TLR2,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,TFRC,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,CALR,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,SIRT1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,GPER1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,WNT5A,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,DNM1L,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,DLG4,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,SLC18A3,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CALCA,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,APP,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,DGCR8,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,SLC2A1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,ITGB1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,XIAP,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,SIRT1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,DIABLO,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,APOE,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC1A1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,TFRC,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,HAMP,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ITGB1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,SLC1A1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,MAP3K13,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,AR,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,FAS,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,HSPD1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,PAX6,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CALR,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,FYN,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,GPER1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,GSTM2,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,PRDX1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC1A1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,CALR,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,JAK2,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,APP,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ERBB2,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC1A2,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,FAHD2A,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,POMC,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,CALR,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,SLC1A2,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,PPARG,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,SIRT1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,CDK5,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,IKBKG,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,CASP9,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,SLC1A1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,ITGB1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,POU5F1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,PICALM,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,DNAJC13,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC1A2,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,POLG,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,DKK1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,ITPR1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,IDE,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC1A3,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,POLG,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,APP,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ABCA1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,SLC1A3,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,JUN,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,JAK2,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,TFRC,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,CALR,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,ABL1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,SLC1A3,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,SLC18A3,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,AR,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,TRAF6,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,SLC2A4,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC1A3,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,GRM7,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,LRP1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,GPER1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ITPR1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CD47,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,DIABLO,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,POU3F2,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,APOD,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,MOG,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,ERN1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CXCL10,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,CCND1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,BRCA1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,NOD2,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CD47,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CALR,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,DKK1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,XIAP,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CAPN1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CD47,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,CANX,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,CASP2,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,ANXA1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,ITPR3,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CANX,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,APP,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,GPER1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ERBB2,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,APOA1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,HDAC1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,LRP5,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,KDR,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,CDKN1A,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,CTNNB1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CANX,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,SLC1A1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,PPARGC1A,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,FYN,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,JAK2,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,ITIH4,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,APP,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,CASP3,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,SIRT1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,TSC2,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC2A1,1
